location,purchase_date,purchase_id,product_code,quantity_sold,quantity_returned,revenue_after_returns
1,5/1/2020,2327687,20444,4,0,148
1,5/1/2020,2327687,22976,1,0,45
1,5/1/2020,2327687,27651,3,0,339
1,5/1/2020,2327687,40438,1,0,149
1,5/1/2020,2327687,43696,2,0,48
1,5/1/2020,2327687,15224,6,0,48
1,5/1/2020,2327687,35270,5,0,480
1,5/1/2020,1189215,16434,7,0,1022
1,5/1/2020,1189215,34748,6,0,180
1,5/1/2020,1189215,31391,4,0,128
1,5/1/2020,1189215,36830,3,0,111
1,5/1/2020,1189215,44055,4,0,340
2,1/1/2020,4334994,35419,5,0,230
2,1/1/2020,4334994,33538,5,0,585
2,2/1/2020,1916357,22264,7,0,567
2,4/1/2020,2927472,42920,4,0,448
2,6/1/2020,1911795,24257,3,0,324
2,6/1/2020,1911795,18772,2,0,48
2,6/1/2020,1911795,23759,5,0,190
2,6/1/2020,1991076,19387,2,0,34
1,2/1/2020,2818872,36704,6,0,150
1,2/1/2020,2818872,47031,5,1,52
1,2/1/2020,2818872,23280,7,1,456
1,3/1/2020,3334141,18772,6,0,144
1,3/1/2020,3334141,27033,4,0,48
1,3/1/2020,3334141,11550,4,0,48
1,6/1/2020,4600184,11246,4,0,204
1,2/1/2020,1969342,22068,7,0,770
1,2/1/2020,1969342,35996,4,0,36
1,6/1/2020,3374767,16836,4,0,296
1,6/1/2020,3374767,33894,7,0,84
1,6/1/2020,3374767,30754,3,0,177
1,6/1/2020,3374767,41087,5,0,240
1,6/1/2020,3374767,36569,4,0,372
1,1/1/2020,1870596,38439,5,0,40
1,1/1/2020,1870596,27736,4,0,424
1,2/1/2020,2587963,41067,3,0,279
1,2/1/2020,2381728,29768,3,0,243
1,4/1/2020,1669989,46629,5,0,690
1,4/1/2020,1149142,48911,5,0,155
1,4/1/2020,1149142,39574,7,0,910
1,4/1/2020,1149142,49513,6,0,228
1,4/1/2020,1149142,19727,6,0,204
1,5/1/2020,1764144,28817,7,0,35
1,5/1/2020,1764144,21300,6,0,144
1,5/1/2020,1764144,49076,2,0,62
1,5/1/2020,1764144,45687,7,0,700
1,5/1/2020,1764144,29970,5,0,410
1,5/1/2020,1764144,24491,7,0,399
1,5/1/2020,1764144,39057,7,0,399
1,5/1/2020,1764144,32351,6,0,702
1,5/1/2020,4259442,10220,5,0,385
1,5/1/2020,4259442,15134,7,0,427
2,2/1/2020,1447964,38795,5,0,155
2,2/1/2020,1447964,19264,1,0,32
2,2/1/2020,1447964,38340,3,0,417
2,2/1/2020,3706599,14499,6,0,516
2,6/1/2020,4949181,21040,2,0,220
2,6/1/2020,4949181,19727,7,0,238
2,6/1/2020,3595736,13460,2,0,198
2,6/1/2020,3595736,18772,7,0,168
2,6/1/2020,3595736,12525,3,0,45
2,6/1/2020,3595736,15867,1,0,139
1,1/1/2020,4619950,19727,1,0,34
1,1/1/2020,4619950,26958,5,0,25
1,1/1/2020,4619950,11851,7,0,469
1,1/1/2020,4619950,43056,2,0,212
1,2/1/2020,1458539,29763,4,0,248
1,5/1/2020,4727420,16615,6,0,408
1,2/1/2020,1655766,42115,7,0,399
1,2/1/2020,1655766,11673,5,0,745
1,2/1/2020,1655766,42544,3,0,243
1,3/1/2020,1756582,39261,3,0,258
1,5/1/2020,2099421,18015,1,0,48
1,5/1/2020,2099421,22049,2,0,190
1,5/1/2020,2099421,30130,4,0,20
1,5/1/2020,2099421,18772,4,0,96
1,5/1/2020,2099421,18145,5,0,740
1,5/1/2020,1401037,41831,3,0,246
1,3/1/2020,3415232,24827,5,0,165
1,3/1/2020,3415232,25440,5,0,735
1,3/1/2020,2334523,36551,4,0,344
1,3/1/2020,2334523,18772,2,0,48
1,5/1/2020,3661064,20507,7,0,490
1,1/1/2020,4249921,49300,4,1,123
1,1/1/2020,4249921,44794,1,0,46
1,6/1/2020,4199674,38268,4,0,476
1,6/1/2020,4199674,40960,4,0,592
1,6/1/2020,4199674,37022,4,0,268
1,6/1/2020,4199674,26131,1,0,120
1,6/1/2020,4199674,11717,6,0,630
1,6/1/2020,4199674,28190,2,0,158
1,6/1/2020,3128256,10811,3,0,15
1,2/1/2020,1422993,21259,1,0,6
1,2/1/2020,1422993,47828,2,0,104
1,2/1/2020,1422993,36756,3,0,171
1,2/1/2020,1422993,19727,4,0,136
1,2/1/2020,1422993,42136,6,0,630
1,3/1/2020,1483868,19727,2,0,68
1,3/1/2020,1483868,16102,4,0,116
1,3/1/2020,1483868,11168,1,0,144
1,5/1/2020,3339130,33897,5,1,320
1,5/1/2020,3339130,37601,3,0,105
1,5/1/2020,3339130,11989,7,0,686
1,5/1/2020,3339130,40616,2,0,110
1,5/1/2020,3339130,26651,3,0,288
1,5/1/2020,3339130,44290,4,0,364
1,5/1/2020,3339130,18300,3,0,432
2,2/1/2020,4662949,10483,3,0,420
2,2/1/2020,4662949,19727,2,0,68
2,2/1/2020,4662949,17637,2,0,244
2,2/1/2020,4662949,46017,1,0,81
2,4/1/2020,4696255,24671,3,0,39
2,4/1/2020,4696255,12824,3,0,153
2,4/1/2020,4696255,20597,1,0,136
2,4/1/2020,4696255,37321,7,0,168
2,4/1/2020,4696255,48651,1,0,143
2,4/1/2020,4696255,14577,4,0,600
2,5/1/2020,3521056,49421,3,0,423
2,5/1/2020,3521056,11352,1,0,6
2,5/1/2020,2977487,35036,4,0,500
2,5/1/2020,3688639,48399,2,0,298
2,5/1/2020,3688639,10482,7,0,273
2,5/1/2020,3688639,35102,6,0,816
2,3/1/2020,4149641,20804,6,0,150
2,3/1/2020,4149641,24744,3,0,27
2,3/1/2020,4149641,18772,2,0,48
2,3/1/2020,4149641,24855,7,0,924
2,3/1/2020,3218664,41747,4,0,196
2,5/1/2020,1046425,18772,6,0,144
2,5/1/2020,1046425,20216,5,0,615
1,2/1/2020,1857651,49966,4,0,92
1,3/1/2020,4297522,18772,3,0,72
1,3/1/2020,4297522,18552,1,0,55
1,3/1/2020,4297522,19504,7,0,497
1,5/1/2020,4704220,31381,5,0,410
1,5/1/2020,3892819,40062,7,0,196
1,5/1/2020,3892819,17564,2,0,212
1,5/1/2020,3892819,26440,1,0,40
1,5/1/2020,3892819,36892,3,0,180
1,5/1/2020,3892819,29565,6,0,402
1,5/1/2020,1121504,19945,3,0,138
1,5/1/2020,1121504,10110,6,0,564
1,5/1/2020,1121504,13647,5,0,310
1,5/1/2020,1121504,20713,5,0,520
1,2/1/2020,1026353,16417,4,0,184
1,2/1/2020,1026353,18772,2,0,48
1,2/1/2020,1026353,37606,6,0,468
1,5/1/2020,3597404,29433,5,0,360
1,5/1/2020,4905758,36651,2,0,22
1,1/1/2020,2009609,13980,4,0,188
1,1/1/2020,2009609,31202,7,0,518
1,1/1/2020,2009609,46336,4,0,432
1,1/1/2020,2009609,34022,1,0,130
1,1/1/2020,2973158,38977,5,0,540
1,1/1/2020,2973158,35534,6,0,432
1,1/1/2020,4078627,33482,5,0,240
1,1/1/2020,4078627,24091,5,0,255
1,1/1/2020,4078627,39841,1,0,137
1,1/1/2020,4078627,46001,6,0,90
1,4/1/2020,4689182,29315,2,0,64
1,4/1/2020,4689182,27357,2,0,94
1,4/1/2020,4689182,40624,1,0,114
1,4/1/2020,4689182,45265,2,0,146
1,4/1/2020,4689182,45937,2,0,10
1,6/1/2020,3268040,42536,6,0,570
1,6/1/2020,3268040,36078,4,0,44
1,5/1/2020,3089161,14401,3,0,159
1,5/1/2020,3066698,43304,7,0,175
1,5/1/2020,3066698,40624,3,0,342
1,6/1/2020,3622238,35581,4,0,504
1,6/1/2020,3622238,11607,3,0,42
1,6/1/2020,3622238,31941,1,0,16
1,6/1/2020,2925628,22917,1,0,79
1,1/1/2020,1711118,25983,6,0,876
1,2/1/2020,4030807,16320,6,0,408
1,2/1/2020,4030807,18772,1,0,24
1,2/1/2020,2995866,35429,1,0,76
1,2/1/2020,2995866,46038,4,0,36
1,2/1/2020,2995866,46156,3,0,384
1,2/1/2020,2995866,36589,2,0,110
1,3/1/2020,4053754,34375,1,0,112
1,1/1/2020,2175407,25983,7,0,1022
1,1/1/2020,2175407,28949,4,0,524
1,1/1/2020,2175407,19290,2,0,250
1,2/1/2020,2584775,21101,3,0,399
1,2/1/2020,2584775,47601,3,0,426
1,2/1/2020,2584775,31909,2,0,74
1,2/1/2020,2584775,31557,2,0,286
1,4/1/2020,4723177,16075,4,0,568
1,4/1/2020,4723177,28119,2,0,132
1,4/1/2020,4153846,49639,1,0,98
1,4/1/2020,4153846,19525,5,0,355
1,4/1/2020,4153846,13695,3,0,54
1,4/1/2020,4153846,27574,2,0,232
1,4/1/2020,4153846,12763,2,0,130
1,4/1/2020,4153846,11740,6,0,288
1,4/1/2020,4153846,27028,5,0,40
2,4/1/2020,4591611,38795,3,0,93
2,4/1/2020,4591611,34914,1,0,115
2,4/1/2020,4591611,11073,2,0,166
2,4/1/2020,4591611,13395,5,0,685
2,4/1/2020,4591611,24580,5,0,140
1,5/1/2020,2467022,38180,4,0,564
1,5/1/2020,2467022,45420,3,0,252
1,5/1/2020,2467022,48566,6,0,306
1,5/1/2020,2467022,44112,4,0,532
1,5/1/2020,2467022,11799,5,0,495
1,5/1/2020,2467022,25344,7,0,259
1,1/1/2020,2585738,23489,2,0,18
1,6/1/2020,1156795,31447,7,0,455
1,6/1/2020,1156795,31379,2,0,170
1,6/1/2020,1007675,18772,1,0,24
1,6/1/2020,1007675,16734,6,0,54
1,6/1/2020,1007675,10775,7,0,840
1,6/1/2020,1007675,23810,3,0,39
1,6/1/2020,1007675,48423,5,0,50
1,6/1/2020,1007675,35801,3,0,72
1,6/1/2020,1007675,49245,2,0,54
1,6/1/2020,4234666,37811,7,0,420
1,6/1/2020,4234666,38967,3,0,312
1,5/1/2020,1306494,38024,4,0,600
1,5/1/2020,1306494,33234,5,0,230
1,5/1/2020,3182036,19727,7,0,238
1,5/1/2020,3182036,39595,3,0,435
1,5/1/2020,3182036,42592,6,0,288
1,5/1/2020,3182036,45311,7,0,63
1,6/1/2020,3019657,14356,5,0,425
1,2/1/2020,4304825,27004,2,0,134
1,1/1/2020,3178058,11462,3,1,182
1,1/1/2020,3178058,11783,4,1,54
1,1/1/2020,3178058,47031,6,0,78
1,1/1/2020,3178058,24524,3,0,201
1,1/1/2020,3178058,41366,5,0,120
1,1/1/2020,3178058,30170,1,0,69
1,1/1/2020,3178058,43450,6,0,402
1,1/1/2020,3178058,19339,6,0,696
1,1/1/2020,3178058,33577,1,0,124
1,2/1/2020,2522724,15100,2,0,32
1,2/1/2020,2522724,31485,6,0,882
1,2/1/2020,2522724,22539,7,0,896
1,2/1/2020,3188547,33937,4,0,172
1,2/1/2020,3188547,28190,1,0,79
1,2/1/2020,1458818,47665,6,0,372
1,2/1/2020,2156528,17879,2,0,82
1,2/1/2020,2156528,49193,5,0,275
1,2/1/2020,2156528,47262,1,0,45
1,2/1/2020,2156528,44638,1,0,128
1,2/1/2020,2156528,19125,5,0,535
1,2/1/2020,2156528,32762,2,0,284
1,2/1/2020,2156528,35960,3,0,81
1,2/1/2020,2156528,49563,4,0,328
2,1/1/2020,4757335,18772,5,0,120
2,1/1/2020,4757335,46179,3,0,126
2,1/1/2020,3999716,14454,7,0,658
2,3/1/2020,4621160,32358,7,0,896
2,3/1/2020,4621160,31419,1,0,108
2,3/1/2020,4621160,37764,6,0,96
2,3/1/2020,4621160,35345,5,0,315
2,3/1/2020,4621160,27904,2,0,80
2,6/1/2020,4598408,34316,3,0,45
2,6/1/2020,1755281,42395,5,0,675
2,6/1/2020,1755281,18772,2,0,48
2,6/1/2020,1755281,42666,4,0,120
2,6/1/2020,1755281,47054,7,0,322
2,6/1/2020,1670884,30116,7,0,707
2,6/1/2020,1670884,16170,6,0,552
2,6/1/2020,1670884,31430,2,0,38
2,6/1/2020,1670884,36706,3,0,357
2,6/1/2020,1670884,35378,6,1,225
2,6/1/2020,1670884,38614,2,0,82
2,6/1/2020,1670316,31379,6,0,510
2,6/1/2020,1670316,20846,4,0,352
1,6/1/2020,4939855,47744,4,0,580
1,6/1/2020,4939855,16574,4,0,28
1,6/1/2020,4939855,23081,1,0,53
1,6/1/2020,4939855,23638,4,0,356
1,6/1/2020,4939855,44457,6,0,402
1,1/1/2020,2234836,19727,4,0,136
1,1/1/2020,2234836,25222,1,1,0
1,1/1/2020,2234836,37320,5,0,525
1,2/1/2020,1786973,26265,7,0,434
1,3/1/2020,4672282,35225,1,0,58
1,4/1/2020,4410596,18772,4,0,96
1,4/1/2020,4410596,35313,4,0,448
1,4/1/2020,4410596,15580,2,0,138
1,6/1/2020,2903691,47024,3,0,54
1,6/1/2020,2903691,20508,4,0,92
1,6/1/2020,2903691,15246,7,0,728
1,6/1/2020,2903691,32996,2,0,114
1,6/1/2020,2903691,48986,3,0,171
1,3/1/2020,4845212,27325,3,0,132
1,3/1/2020,4845212,25394,1,0,89
1,3/1/2020,4845212,19727,5,0,170
1,3/1/2020,4845212,22759,2,0,20
1,4/1/2020,2450734,38582,2,0,216
1,4/1/2020,2450734,20029,4,0,580
1,5/1/2020,4616724,17178,2,0,144
1,5/1/2020,4616724,19154,7,0,483
1,5/1/2020,4616724,25433,6,0,474
1,5/1/2020,4616724,30288,1,0,99
1,5/1/2020,4616724,19727,7,0,238
1,5/1/2020,4616724,35167,5,0,505
1,5/1/2020,4616724,40401,6,0,648
1,5/1/2020,4616724,40056,6,0,96
1,1/1/2020,3270273,19349,1,0,43
1,2/1/2020,2735183,10947,7,0,938
1,2/1/2020,2735183,19682,5,0,750
1,2/1/2020,2735183,45871,4,0,532
1,2/1/2020,2735183,19727,5,0,170
1,2/1/2020,2735183,25274,1,0,114
1,2/1/2020,2735183,37846,3,0,153
1,4/1/2020,3280504,47212,3,0,210
1,4/1/2020,3280504,29312,7,0,210
2,2/1/2020,1210411,29288,6,0,126
2,3/1/2020,2900507,26028,5,0,290
2,4/1/2020,2154708,40985,6,0,138
2,4/1/2020,2154708,27014,4,0,540
2,4/1/2020,2576321,13505,5,0,45
2,4/1/2020,2576321,33484,1,0,6
2,4/1/2020,2576321,38717,5,0,730
2,4/1/2020,2576321,45113,3,0,339
2,4/1/2020,2574310,18319,1,0,127
1,1/1/2020,1385892,34042,4,0,232
1,1/1/2020,1385892,23029,6,0,660
1,1/1/2020,1385892,11831,2,0,154
1,1/1/2020,1385892,49392,4,0,68
1,1/1/2020,1385892,45871,1,0,133
1,1/1/2020,1385892,14438,2,0,114
1,1/1/2020,1385892,41053,2,0,40
1,1/1/2020,1385892,42916,2,0,174
1,1/1/2020,4811289,46208,4,0,28
1,1/1/2020,4811289,23518,2,0,236
1,1/1/2020,4811289,10339,2,0,296
1,1/1/2020,4811289,44223,2,0,66
1,3/1/2020,1128529,31379,2,0,170
1,3/1/2020,1128529,34981,1,0,29
1,3/1/2020,4872340,21654,2,0,266
1,3/1/2020,4872340,31379,1,0,85
1,5/1/2020,2886398,36672,2,0,138
1,5/1/2020,2886398,20224,5,0,215
1,5/1/2020,2886398,18457,1,0,92
1,6/1/2020,3765182,36111,5,0,410
1,6/1/2020,2473631,10583,4,0,184
1,6/1/2020,2473631,26901,3,0,84
1,6/1/2020,2440331,48986,1,0,57
1,6/1/2020,2440331,46310,1,0,29
2,2/1/2020,1915443,35431,3,0,144
2,2/1/2020,1915443,12012,5,0,250
2,2/1/2020,1915443,25054,4,0,516
2,2/1/2020,1915443,31806,2,0,238
2,2/1/2020,1915443,15787,5,0,25
2,3/1/2020,1157755,40263,3,0,441
2,5/1/2020,2426615,18176,4,0,72
2,5/1/2020,2426615,49642,7,0,1029
1,6/1/2020,1869612,24809,2,0,176
1,6/1/2020,1869612,41509,3,0,327
1,4/1/2020,4200310,42137,7,0,56
1,4/1/2020,4200310,47295,7,0,980
1,5/1/2020,2863874,34438,2,0,282
1,6/1/2020,1985690,25580,7,0,476
1,6/1/2020,1985690,18772,7,0,168
1,6/1/2020,2601867,12065,1,0,60
1,6/1/2020,2601867,15758,7,0,245
1,6/1/2020,2601867,10683,3,0,303
2,1/1/2020,4543278,26129,3,0,384
2,2/1/2020,2064958,20159,7,0,973
2,2/1/2020,2064958,36537,3,0,318
2,2/1/2020,2064958,18772,3,0,72
2,5/1/2020,3633156,30257,4,0,408
2,5/1/2020,4360236,25722,7,0,623
2,5/1/2020,4360236,26651,6,0,576
1,2/1/2020,2376346,10810,6,1,280
1,4/1/2020,2803005,42460,4,0,252
1,4/1/2020,1747788,47109,2,0,120
1,5/1/2020,2292549,14452,3,0,75
1,6/1/2020,2413369,20484,6,0,816
1,6/1/2020,2413369,27044,2,0,88
1,6/1/2020,2413369,18772,3,0,72
1,6/1/2020,2413369,46214,5,0,460
1,6/1/2020,1635171,18772,4,0,96
1,6/1/2020,1635171,33040,6,0,336
1,6/1/2020,1635171,15729,2,0,202
1,6/1/2020,1635171,36532,4,0,148
1,6/1/2020,1635171,48888,6,0,306
1,6/1/2020,4534876,21621,4,0,72
1,6/1/2020,4534876,43274,5,0,230
1,6/1/2020,4534876,45538,4,0,392
1,6/1/2020,4534876,48986,4,0,228
1,6/1/2020,4534876,20900,3,0,447
1,6/1/2020,4534876,14004,6,0,486
1,3/1/2020,3032219,42971,4,0,392
1,3/1/2020,3032219,31793,5,0,460
1,3/1/2020,3032219,14919,1,0,23
1,3/1/2020,3032219,49021,2,0,152
1,3/1/2020,3032219,31381,1,0,82
1,3/1/2020,3032219,43769,2,0,190
1,3/1/2020,3032219,30910,6,0,798
1,3/1/2020,3032219,48139,6,0,438
1,6/1/2020,3191825,23012,4,0,296
1,6/1/2020,3022031,23949,4,0,456
1,6/1/2020,3528071,29760,7,0,903
1,6/1/2020,3528071,37796,7,0,49
1,6/1/2020,3528071,33151,2,0,212
1,1/1/2020,3127401,24189,6,0,174
1,1/1/2020,3127401,35859,7,0,1036
1,1/1/2020,3127401,42654,3,1,226
1,1/1/2020,3127401,22045,3,0,372
1,1/1/2020,3127401,36420,6,0,252
1,1/1/2020,3127401,41032,4,0,288
1,1/1/2020,3127401,41396,2,0,34
1,1/1/2020,3127401,21311,4,0,284
1,2/1/2020,4779670,14583,1,0,63
1,2/1/2020,4779670,21376,7,0,252
1,2/1/2020,4779670,20350,4,0,164
1,2/1/2020,4779670,33859,5,0,170
1,2/1/2020,4779670,30990,2,0,234
1,6/1/2020,4009049,34944,4,0,476
1,6/1/2020,4009049,19727,4,0,136
1,6/1/2020,4009049,14952,5,0,630
1,6/1/2020,1707641,31664,2,0,166
1,6/1/2020,1707641,23359,4,0,80
1,6/1/2020,1707641,10887,2,0,224
1,6/1/2020,1707641,42593,7,0,707
1,6/1/2020,1707641,31043,2,0,122
1,6/1/2020,1707641,48986,5,0,285
2,3/1/2020,3471461,28642,6,0,756
2,3/1/2020,3471461,14998,2,0,82
2,3/1/2020,3471461,24624,2,0,10
2,3/1/2020,4514456,22627,6,0,684
2,3/1/2020,4514456,18772,1,0,24
2,3/1/2020,4514456,16233,6,0,786
2,5/1/2020,1193294,49458,4,0,200
2,5/1/2020,1193294,13887,1,0,21
2,5/1/2020,1193294,18772,3,0,72
1,3/1/2020,4727425,36921,6,0,714
1,5/1/2020,3054440,40728,2,0,156
1,5/1/2020,1731782,16431,5,0,240
1,5/1/2020,1731782,10834,1,0,26
1,5/1/2020,1731782,38023,7,0,392
1,5/1/2020,1731782,42728,5,0,130
1,5/1/2020,1731782,29548,1,0,84
2,5/1/2020,2844477,38066,3,0,99
2,1/1/2020,1131904,34796,5,0,650
2,1/1/2020,1131904,32030,1,0,66
2,3/1/2020,3959331,27147,5,0,505
2,6/1/2020,2990501,12493,4,0,56
2,6/1/2020,2990501,42580,2,0,152
2,6/1/2020,2990501,11572,2,0,300
2,6/1/2020,2990501,19631,6,0,258
2,6/1/2020,2990501,14818,7,0,280
3,2/1/2020,2921027,31379,1,0,85
3,2/1/2020,2921027,42625,5,0,440
3,3/1/2020,2018926,14407,7,0,770
3,3/1/2020,2018926,31379,4,0,340
3,3/1/2020,2018926,21198,2,0,68
3,3/1/2020,2018926,12890,7,0,434
3,3/1/2020,2018926,16712,5,0,550
3,4/1/2020,4046731,46905,2,0,146
3,4/1/2020,4046731,18772,1,0,24
3,4/1/2020,4046731,43862,2,0,228
3,4/1/2020,4046731,33374,4,0,236
3,5/1/2020,2363969,26985,7,0,868
3,5/1/2020,2363969,28453,3,0,18
3,5/1/2020,2363969,40245,2,0,46
3,5/1/2020,2363969,14282,5,0,70
3,5/1/2020,2363969,18772,6,0,144
3,6/1/2020,2586557,30561,1,0,83
3,4/1/2020,1377784,46143,2,0,90
3,6/1/2020,4490177,31379,3,0,255
3,6/1/2020,4490177,42759,7,0,777
3,6/1/2020,4490177,11944,5,0,540
3,6/1/2020,4490177,37084,4,0,524
2,6/1/2020,4350510,28302,1,0,110
2,6/1/2020,4350510,46757,3,0,345
2,6/1/2020,4350510,48249,1,0,77
3,5/1/2020,4505164,39513,6,0,324
3,1/1/2020,2154847,16818,5,0,425
3,1/1/2020,2154847,28704,3,0,237
3,1/1/2020,2154847,21567,7,0,826
3,1/1/2020,2154847,19727,7,0,238
3,1/1/2020,2154847,41266,3,0,396
3,1/1/2020,2154847,13854,6,0,48
3,1/1/2020,2154847,25572,4,0,328
3,1/1/2020,2154847,38819,6,0,42
3,1/1/2020,2154847,15201,3,0,141
3,1/1/2020,2154847,39614,5,0,675
3,4/1/2020,1132796,20007,3,0,90
3,4/1/2020,1132796,15112,6,0,84
3,4/1/2020,3754103,24206,5,0,415
3,4/1/2020,3754103,26730,3,0,162
3,4/1/2020,3754103,28420,1,0,28
3,4/1/2020,3754103,41136,2,0,46
3,5/1/2020,1581999,42374,5,0,410
3,5/1/2020,4925324,40068,6,0,846
3,5/1/2020,4925324,11778,6,0,462
3,5/1/2020,4925324,10105,7,0,70
1,6/1/2020,3259676,20909,2,1,97
1,6/1/2020,1285668,17440,1,0,29
1,4/1/2020,2801427,48422,3,0,273
1,4/1/2020,2801427,27014,1,0,135
1,5/1/2020,3065363,10658,5,0,175
1,5/1/2020,3065363,15671,2,0,160
1,5/1/2020,3065363,35429,7,0,532
1,5/1/2020,3065363,15008,7,0,448
1,5/1/2020,3065363,10898,4,0,368
1,5/1/2020,1489567,18772,6,0,144
1,5/1/2020,1489567,44447,6,0,498
1,6/1/2020,2189629,17785,7,0,210
1,6/1/2020,2189629,43790,7,0,154
1,6/1/2020,2189629,44456,4,0,492
1,6/1/2020,2189629,17565,7,0,301
1,6/1/2020,2189629,48223,6,0,570
1,6/1/2020,4105849,22686,3,0,111
2,2/1/2020,2675153,44409,5,0,320
2,2/1/2020,2675153,22345,4,0,112
2,5/1/2020,2061841,45692,6,0,750
2,5/1/2020,2061841,19727,5,0,170
2,6/1/2020,2992995,25370,7,0,679
2,6/1/2020,2992995,17459,6,0,114
2,6/1/2020,2992995,18772,7,0,168
2,6/1/2020,2992995,13736,4,0,552
2,6/1/2020,2992995,10391,1,0,66
2,2/1/2020,2034432,49805,1,1,0
2,3/1/2020,1475590,36862,2,0,86
2,3/1/2020,1475590,28448,4,0,248
2,3/1/2020,2591919,33027,4,0,412
2,3/1/2020,3993911,18394,1,0,37
2,3/1/2020,3993911,37273,7,0,518
2,3/1/2020,3993911,11632,7,0,329
2,3/1/2020,3993911,18772,4,0,96
2,3/1/2020,3993911,29521,3,0,156
2,5/1/2020,2177418,16101,1,0,105
2,5/1/2020,2177418,45280,3,0,258
2,3/1/2020,4643252,37346,7,0,154
2,3/1/2020,4643252,37372,2,0,166
2,3/1/2020,4643252,23020,2,0,138
2,3/1/2020,4643252,17298,7,0,896
3,4/1/2020,1331876,31351,3,0,168
3,5/1/2020,2527597,41802,1,0,71
3,6/1/2020,1171086,48986,4,0,228
1,2/1/2020,3328414,22415,1,0,100
1,2/1/2020,3328414,11720,5,0,310
1,2/1/2020,3328414,20650,2,1,14
1,2/1/2020,4092785,46656,1,0,19
1,2/1/2020,4092785,23116,1,0,90
1,3/1/2020,4325233,18772,6,0,144
1,3/1/2020,4325233,31909,7,0,259
1,3/1/2020,4325233,14975,7,0,889
1,1/1/2020,2495539,23636,2,0,158
1,1/1/2020,2495539,10926,4,0,168
1,2/1/2020,4705451,43380,2,0,198
1,2/1/2020,4705451,35204,7,0,210
1,2/1/2020,4705451,26482,2,0,12
1,2/1/2020,4705451,30523,1,0,86
1,2/1/2020,4705451,42077,7,0,700
1,3/1/2020,1401052,48397,4,0,400
1,3/1/2020,1401052,34997,6,0,666
1,3/1/2020,1401052,22860,2,0,42
1,3/1/2020,1401052,40947,2,0,240
1,3/1/2020,1401052,43442,2,0,40
1,3/1/2020,1401052,45018,1,0,106
1,6/1/2020,2032833,20374,5,0,580
1,1/1/2020,4618792,13468,6,0,282
1,1/1/2020,4618792,24161,2,0,12
1,2/1/2020,1349827,31379,2,0,170
1,2/1/2020,1349827,45165,3,0,159
1,3/1/2020,1263116,26558,6,0,876
1,3/1/2020,1263116,48983,4,0,276
1,4/1/2020,2992249,19727,6,0,204
1,5/1/2020,1122953,24014,5,0,415
1,5/1/2020,1122953,31379,7,0,595
1,6/1/2020,1619298,16006,7,0,217
1,6/1/2020,1619298,47912,5,0,35
1,6/1/2020,1619298,30610,7,0,455
1,6/1/2020,2922262,26038,7,0,784
1,6/1/2020,2922262,28097,3,0,228
1,6/1/2020,2922262,45744,7,0,917
2,4/1/2020,2046993,14903,1,0,44
2,5/1/2020,1601632,27084,4,0,244
2,5/1/2020,1601632,35994,4,0,84
2,5/1/2020,1601632,48152,3,0,408
2,6/1/2020,4519538,46217,1,0,144
2,6/1/2020,4519538,18772,2,0,48
2,6/1/2020,4519538,11904,4,0,196
1,4/1/2020,3701071,18772,6,0,144
1,4/1/2020,3701071,49206,6,0,492
1,4/1/2020,3701071,47648,2,0,90
1,5/1/2020,2470727,12715,4,0,60
1,6/1/2020,4305734,22969,7,0,763
1,6/1/2020,4305734,49132,6,0,684
1,1/1/2020,4215626,41053,6,0,120
1,1/1/2020,4215626,12241,4,0,32
1,1/1/2020,3231460,19727,5,0,170
1,1/1/2020,3231460,30515,5,0,30
1,2/1/2020,3855821,42722,1,0,6
1,2/1/2020,3855821,19727,4,0,136
1,2/1/2020,3855821,38602,2,0,138
1,2/1/2020,3855821,27112,3,0,222
1,6/1/2020,1091036,15671,3,0,240
1,6/1/2020,1091036,15172,6,0,522
1,6/1/2020,1091036,47688,2,0,128
1,6/1/2020,1091036,20650,4,0,56
3,2/1/2020,2682389,33699,7,0,483
1,1/1/2020,2122796,42400,6,0,594
1,1/1/2020,2122796,23484,6,0,642
1,1/1/2020,2122796,19727,2,0,68
1,2/1/2020,1087638,33562,4,0,496
1,2/1/2020,1087638,36665,4,0,280
1,2/1/2020,1087638,10966,2,1,32
1,2/1/2020,4092152,14498,3,0,102
1,2/1/2020,4092152,32840,7,0,217
1,2/1/2020,4092152,32617,7,0,112
1,2/1/2020,4092152,15835,1,0,127
1,2/1/2020,4092152,11841,3,0,180
1,2/1/2020,4092152,47664,1,0,38
1,2/1/2020,4092152,49689,5,0,485
1,2/1/2020,4497095,37096,5,0,25
1,6/1/2020,1163942,46187,3,0,315
1,1/1/2020,1580734,18772,1,0,24
1,1/1/2020,1580734,36397,2,0,196
1,2/1/2020,4614532,32067,6,0,474
1,2/1/2020,1242705,22874,4,0,128
1,2/1/2020,1242705,49402,2,0,170
1,2/1/2020,1242705,14137,7,0,672
1,2/1/2020,1242705,28753,6,0,900
1,2/1/2020,1242705,35917,7,0,70
1,2/1/2020,1242705,36155,5,0,220
1,2/1/2020,1242705,39686,3,0,186
1,2/1/2020,1242705,27748,3,0,333
1,5/1/2020,3778396,21066,4,0,516
1,1/1/2020,1850555,16737,2,0,228
2,6/1/2020,3653044,48278,4,0,520
2,6/1/2020,3653044,16796,4,0,560
